"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","V1","Année","Autres informations","Carrosserie","Consommation mixte","Emissions de CO2","Energie","Kilométrage","Nb de portes","Nombre de places","Prix","Puissance fiscale","Puissance réelle","Transmission","Garantie mécanique","Etat du véhicule"
"169","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-4/1230215925A1KVVOBMS4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","https://www.paruvendu.fr/a/voiture-occasion/renault/kangoo/1230215922A1KVVOREKAN",0,"Renault occasion","Kangoo","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","2 portes avec hayon","2
places","13 490 €","5
CV","90
Ch","Manuelle",NA,NA
"171","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215921A1KVVORECLI",0,"Renault occasion","Clio","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","4 portes avec hayon","2
places","11 590 €","4
CV","75
Ch","Manuelle",NA,NA
"172","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215920A1KVVORECLI",0,"Renault occasion","Clio","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","4 portes avec hayon","2
places","11 590 €","4
CV","75
Ch","Manuelle",NA,NA
"173","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215919A1KVVORECLI",0,"Renault occasion","Clio","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","4 portes avec hayon","2
places","11 590 €","4
CV","75
Ch","Manuelle",NA,NA
"174","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215917A1KVVORECLI",0,"Renault occasion","Clio","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","4 portes avec hayon","2
places","11 590 €","4
CV","75
Ch","Manuelle",NA,NA
"175","https://www.paruvendu.fr/a/voiture-occasion/renault/kangoo/1230215918A1KVVOREKAN",0,"Renault occasion","Kangoo","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","2 portes avec hayon","2
places","13 490 €","5
CV","90
Ch","Manuelle",NA,NA
"176","https://www.paruvendu.fr/a/voiture-occasion/renault/kangoo/1230215915A1KVVOREKAN",0,"Renault occasion","Kangoo","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Véhicule de société",NA,NA,"Diesel","9
km","2 portes avec hayon","2
places","13 490 €","5
CV","90
Ch","Manuelle",NA,NA
"177","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1230215912A1KVVOCI4C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215904A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215899A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","https://www.paruvendu.fr/a/voiture-occasion/renault/scenic/1230215898A1KVVORESCE",0,"Renault occasion","Scénic","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Décembre 2015
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","38 179
km","4 portes avec hayon","5
places","14 990 €","5
CV","110
Ch","Manuelle",NA,NA
"181","https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1230215892A1KVVOPE207",0,"Peugeot occasion","207","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Mars 2014
Assurance auto : Comparez",NA,"Berline","4.2
litres / 100 km","110
g/km","Diesel","62 878
km","4 portes avec hayon","5
places","8 490 €","4
CV","68
Ch","Manuelle",NA,NA
"182","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1230215893A1KVVOCIC4P",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1230215890A1KVVOCIC4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1230215889A1KVVOFOFIE",0,"Ford occasion","Fiesta","","
53 rue du Dronckaert59223 Roncq
","
RENAULT RONCQ - AUTOSPHERE
",NA,"Août 2011
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","75 499
km","4 portes avec hayon","5
places","6 990 €","4
CV","69
Ch","Manuelle",NA,NA
"185","https://www.paruvendu.fr/a/voiture-occasion/citroen/grand-c4-picasso/1230215887A1KVVOCIGCP",0,"Citroën occasion","Grand C4 Picasso","","
6 Avenue Arsène d'Arsonval CENORD01000 Bourg-en-Bresse
","
CITROEN BOURG EN BRESSE - AUTOSPHERE
",NA,"Juillet 2018
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","2 634
km","4 portes avec hayon","7
places","21 990 €","6
CV","120
Ch","Manuelle",NA,NA
"186","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1230215886A1KVVOCIC4P",0,"Citroën occasion","C4 Picasso","","
6 Avenue Arsène d'Arsonval CENORD01000 Bourg-en-Bresse
","
CITROEN BOURG EN BRESSE - AUTOSPHERE
",NA,"Mars 2018
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Essence","11 372
km","4 portes avec hayon","5
places","22 790 €","7
CV","131
Ch","Automatique",NA,NA
"187","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds4/1230215884A1KVVOCIDS4",0,"Citroën occasion","DS4","","
6 Avenue Arsène d'Arsonval CENORD01000 Bourg-en-Bresse
","
CITROEN BOURG EN BRESSE - AUTOSPHERE
",NA,"2013
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","132 911
km","4 portes avec hayon","5
places","11 490 €","9
CV","163
Ch","Manuelle",NA,NA
"188","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1230215883A1KVVOCIC4P",0,"Citroën occasion","C4 Picasso","","
6 Avenue Arsène d'Arsonval CENORD01000 Bourg-en-Bresse
","
CITROEN BOURG EN BRESSE - AUTOSPHERE
",NA,"Novembre 2011
Assurance auto : Comparez",NA,"Monospace","5.3
litres / 100 km","139
g/km","Diesel","68 563
km","4 portes avec hayon","5
places","11 490 €","8
CV","150
Ch","Manuelle",NA,NA
"189","https://www.paruvendu.fr/a/voiture-occasion/citroen/berlingo/1230215881A1KVVOCIBER",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1229858057A1KVVOBMS3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230215871A1KVVOBMS1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-4/1230215870A1KVVOBMS4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-2/1230215869A1KVVOBMS2",0,"BMW occasion","Serie 2","","
16 rue du Haut de la Cruppe59650 Villeneuve-d'Ascq
","
BMW LILLE - AUTOSPHERE
",NA,"Septembre 2015
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","68 274
km","4 portes avec hayon","7
places","17 290 €","6
CV","116
Ch","Manuelle",NA,NA
"194","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1230215868A1KVVOBMS3",0,"BMW occasion","Série 3","","
16 rue du Haut de la Cruppe59650 Villeneuve-d'Ascq
","
BMW LILLE - AUTOSPHERE
",NA,"Juin 2015
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","34 301
km","4 portes avec hayon","5
places","19 990 €","6
CV","116
Ch","Manuelle",NA,NA
"195","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1230215867A1KVVOMCCOO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","https://www.paruvendu.fr/a/voiture-occasion/fiat/500-x/1230215860A1KVVOFI50X",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-7/1230215859A1KVVOBMS7",0,"BMW occasion","Série 7","","
Espace Carthage13700 Marignane
","
BMW MARIGNANE - AUTOSPHERE
",NA,"Mars 2013
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","76 586
km","4 portes","5
places","30 900 €","15
CV","258
Ch","Automatique",NA,NA
"198","https://www.paruvendu.fr/a/voiture-occasion/bmw/x2/1230215854A1KVVOBMX2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230215853A1KVVOMEA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1230215851A1KVVOMCCOO",0,"Mini occasion","Cooper","","
59 rue Jacques Prévert33700 Mérignac
","
BMW MERIGNAC - AUTOSPHERE
",NA,"Janvier 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","11 668
km","4 portes avec hayon","5
places","19 590 €","5
CV","95
Ch","Manuelle",NA,NA
"201","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230215848A1KVVOBMS1",0,"BMW occasion","Série 1","","
59 rue Jacques Prévert33700 Mérignac
","
BMW MERIGNAC - AUTOSPHERE
",NA,"Septembre 2015
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","38 303
km","4 portes avec hayon","5
places","15 790 €","5
CV","95
Ch","Manuelle",NA,NA
"202","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1230215843A1KVVOMCCOO",0,"Mini occasion","Cooper","","
59 rue Jacques Prévert33700 Mérignac
","
BMW MERIGNAC - AUTOSPHERE
",NA,"Juillet 2015
Assurance auto : Comparez",NA,"Berline","3.5
litres / 100 km","92
g/km","Diesel","68 796
km","2 portes avec hayon","4
places","14 990 €","5
CV","116
Ch","Manuelle",NA,NA
"203","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230215839A1KVVOBMS1",0,"BMW occasion","Série 1","","
59 rue Jacques Prévert33700 Mérignac
","
BMW MERIGNAC - AUTOSPHERE
",NA,"Juin 2015
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","85 635
km","4 portes avec hayon","5
places","18 990 €","10
CV","190
Ch","Automatique",NA,NA
"204","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1230215797A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230076846A1KVVOAUQ5",0,"Audi occasion","Q5","","
19 Avenue Louis Breguet78140 Vélizy-Villacoublay
","
AUDI VELIZY - AUTOSPHERE
",NA,"Août 2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","9 500
km","4 portes avec hayon","5
places","75 500 €","18
CV","286
Ch","Automatique",NA,NA
"206","https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230215759A1KVVOAUQ5",0,"Audi occasion","Q5","","
19 Avenue Louis Breguet78140 Vélizy-Villacoublay
","
AUDI VELIZY - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","10
km","4 portes avec hayon","5
places","46 990 €","10
CV","190
Ch","Automatique",NA,NA
"207","https://www.paruvendu.fr/a/voiture-occasion/audi/tt/1230215719A1KVVOAUTT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","https://www.paruvendu.fr/a/voiture-occasion/audi/rs3/1230215715A1KVVOAURS3",0,"Audi occasion","RS3","","
105 Boulevard Murat75016 Paris
","
AUDI PARIS 16 - AUTOSPHERE
",NA,"Décembre 2016
Assurance auto : Comparez",NA,"Berline","6.5
litres / 100 km","150
g/km","Essence","40 000
km","4 portes avec hayon","5
places","43 890 €","20
CV","310
Ch","Automatique",NA,NA
"209","https://www.paruvendu.fr/a/voiture-occasion/audi/q7/1230215709A1KVVOAUQ7",0,"Audi occasion","Q7","","
105 Boulevard Murat75016 Paris
","
AUDI PARIS 16 - AUTOSPHERE
",NA,"Janvier 2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","64 000
km","4 portes avec hayon","5
places","45 900 €","12
CV","218
Ch","Automatique",NA,NA
"210","https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1230215707A1KVVOAUA5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230215701A1KVVOAUQ5",0,"Audi occasion","Q5","","
105 Boulevard Murat75016 Paris
","
AUDI PARIS 16 - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","10
km","4 portes avec hayon","5
places","57 900 €","10
CV","190
Ch","Automatique",NA,NA
"212","https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230215697A1KVVOAUQ5",0,"Audi occasion","Q5","","
105 Boulevard Murat75016 Paris
","
AUDI PARIS 16 - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","10
km","4 portes avec hayon","5
places","57 900 €","10
CV","190
Ch","Automatique",NA,NA
"213","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230215679A1KVVOAUA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230076807A1KVVOAUA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1229982317A1KVVOAUA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1230215584A1KVVOCIC4",0,"Citroën occasion","C4","","
4 rue Albert de Dion44700 Orvault
","
VOLKSWAGEN NANTES - AUTOSPHERE
",NA,"Décembre 2011
Assurance auto : Comparez",NA,"Berline","4.2
litres / 100 km","110
g/km","Diesel","103 095
km","4 portes avec hayon","5
places","8 490 €","5
CV","92
Ch","Manuelle",NA,NA
"217","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1229448605A1KVVOVWPOL",0,"Volkswagen occasion","Polo","","
60 GR GRANDE RUE DE LA COUPEE71850 FRANCE
","
LAURENT VOISIN DEVELOPPEMENT
",NA,"2014
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","44 400
km","4 portes avec hayon",NA,"11 900 €",NA,NA,"Manuelle","3 mois",NA
"218","https://www.paruvendu.fr/a/voiture-occasion/jeep/renegade/1230215533A1KVVOJEREN",0,"Jeep occasion","Renegade","","
27 Avenue du Brézet63000 Clermont-Ferrand
","
PEUGEOT CLERMOND FERRAND - AUTOSPHERE
",NA,"2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","23 694
km","4 portes avec hayon","5
places","17 990 €","8
CV","140
Ch","Manuelle",NA,NA
"219","https://www.paruvendu.fr/a/voiture-occasion/peugeot/partner/1230215532A1KVVOPEPAR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1229971471A1KVVOMEB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","https://www.paruvendu.fr/a/voiture-occasion/bentley/continental-gt/1222206088A1KVVOBTCGT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215516A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215515A1KVVOPE208",0,"Peugeot occasion","208","","
2 rue Gay Lussac BP 54360000 Beauvais
","
PEUGEOT BEAUVAIS - AUTOSPHERE
",NA,"Avril 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","126
km","4 portes avec hayon","5
places","14 900 €","4
CV","82
Ch","Manuelle",NA,NA
"224","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215512A1KVVOPE208",0,"Peugeot occasion","208","","
2 rue Gay Lussac BP 54360000 Beauvais
","
PEUGEOT BEAUVAIS - AUTOSPHERE
",NA,"Février 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","9 842
km","4 portes avec hayon","5
places","13 900 €","4
CV","82
Ch","Manuelle",NA,NA
"225","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215507A1KVVOPE2M8",0,"Peugeot occasion","2008","","
2 rue Gay Lussac BP 54360000 Beauvais
","
PEUGEOT BEAUVAIS - AUTOSPHERE
",NA,"Octobre 2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","30 132
km","4 portes avec hayon","5
places","16 900 €","5
CV","99
Ch","Manuelle",NA,NA
"226","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215504A1KVVOPE2M8",0,"Peugeot occasion","2008","","
2 rue Gay Lussac BP 54360000 Beauvais
","
PEUGEOT BEAUVAIS - AUTOSPHERE
",NA,"Novembre 2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","25 784
km","4 portes avec hayon","5
places","17 900 €","5
CV","99
Ch","Manuelle",NA,NA
"227","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215501A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215497A1KVVOPE2M8",0,"Peugeot occasion","2008","","
2 rue Gay Lussac BP 54360000 Beauvais
","
PEUGEOT BEAUVAIS - AUTOSPHERE
",NA,"2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","38 513
km","4 portes avec hayon","5
places","13 900 €","5
CV","110
Ch","Manuelle",NA,NA
"229","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308-sw/1230215491A1KVVOPE8SW",0,"Peugeot occasion","308 SW","","
ZA Langolvas La Croix Rouge - Plouigneau29600 Morlaix
","
PEUGEOT MORLAIX - AUTOSPHERE
",NA,"Novembre 2014
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","55 311
km","4 portes avec hayon","5
places","12 999 €","5
CV","92
Ch","Manuelle",NA,NA
"230","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215490A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1228470601A1KVVOMEE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","https://www.paruvendu.fr/a/voiture-occasion/peugeot/108/1230215486A1KVVOPE108",0,"Peugeot occasion","108","","
7 route de Bayonne BP 35064140 Billère
","
PEUGEOT OLERON - AUTOSPHERE
",NA,"Décembre 2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","9 821
km","4 portes avec hayon","4
places","10 995 €","4
CV","82
Ch","Manuelle",NA,NA
"233","https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1229675749A1KVVOOPCOR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1226745591A1KVVOVWPOL",0,"Volkswagen occasion","Polo","","
5 rue Helene Boucher54300 Moncel-lès-Lunéville
","
VOLKSWAGEN LUNEVILLE - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","10
km","4 portes avec hayon","5
places","15 994 €","5
CV","95
Ch","Manuelle",NA,NA
"235","https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1229835608A1KVVOTORAV",0,"Toyota occasion","RAV 4","","
RN1040230 FRANCE
","
GARAGE GAUYAT
",NA,"2016
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","55 141
km","4 portes avec hayon",NA,"20 500 €",NA,NA,"Manuelle","12 mois",NA
"236","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1227667321A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1229930283A1KVVODCDUS",0,"Dacia occasion","Duster","","
Avenue Philippe SEGUIN10100 Romilly-sur-Seine
","
RENAULT ROMILLY - AUTOSPHERE
",NA,"Mars 2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","11 087
km","4 portes avec hayon","5
places","14 990 €","7
CV","125
Ch","Manuelle",NA,NA
"238","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/up/1229940347A1KVVOVWUP",0,"Volkswagen occasion","UP","","
86 avenue de Cournon63170 AUBIERE
","
VOLKSWAGEN Carlet Aubi?re
",NA,"Août 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","1 500
km","4 portes avec hayon","4
places","12 700 €","4
CV","75
Ch","Manuelle",NA,NA
"239","https://www.paruvendu.fr/a/voiture-occasion/peugeot/partner/1229982475A1KVVOPEPAR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1229971309A1KVVODCDUS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308-sw/1229377170A1KVVOPE8SW",0,"Peugeot occasion","308 SW","","
SUDSTRASSE 367000 France
","
JD AUTOMOBILE
",NA,"2017
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","36 000
km","4 portes avec hayon",NA,"17 490 €",NA,NA,"Manuelle","12 mois",NA
"242","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/arteon/1229078145A1KVVOVWART",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","https://www.paruvendu.fr/a/voiture-occasion/bmw/m5/1229737969A1KVVOBMM5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1229903920A1KVVOPE5M8",0,"Peugeot occasion","5008","","
Zone d'Activité les Rodettes34120 Pézenas
","
PEUGEOT PEZENAS - AUTOSPHERE
",NA,"Avril 2013
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","101 178
km","4 portes avec hayon","7
places","11 690 €","6
CV","115
Ch","Automatique",NA,NA
"245","https://www.paruvendu.fr/a/voiture-occasion/ford/focus/1226263646A1KVVOFOFOC",0,"Ford occasion","Focus","","
9 Boulevard Maurice Berteaux94100 Saint-Maur-des-Fossés
","
FORD SAINT MAUR DES FOSSES - AUTOSPHERE
",NA,"Avril 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","8 000
km","4 portes avec hayon","5
places","28 990 €","10
CV","185
Ch","Automatique",NA,NA
"246","https://www.paruvendu.fr/a/voiture-occasion/opel/mokka/1229435499A1KVVOOPMOK",0,"Opel occasion","Mokka","","
82 Rue Charles Coulomb37170 Chambray-lès-Tours
","
OPEL TOURS - AUTOSPHERE
",NA,"Juin 2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","24 102
km","4 portes avec hayon","5
places","18 490 €","7
CV","136
Ch","Manuelle",NA,NA
"247","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1227690957A1KVVOPE208",0,"Peugeot occasion","208","","
Route de Bordeaux Rond Point de l'aéroport64121 Serres-Castet
","
PEUGEOT SERRES CASTET - AUTOSPHERE
",NA,"Juin 2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","20 734
km","4 portes avec hayon","5
places","13 990 €","5
CV","99
Ch","Manuelle",NA,NA
"248","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1229703376A1KVVOVWTIG",0,"Volkswagen occasion","Tiguan","","
32 RUE DU DOCTEUR FOURNIOLS95420 FRANCE
","
ZENITH AUTOS SERVICES
",NA,"2014
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","55 918
km","4 portes avec hayon",NA,"17 830 €",NA,NA,"Manuelle","12 mois",NA
"249","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1226426571A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
